5.803620000000000000e+06 1.600790000000000000e+05 8.767200000000000000e+04 5.690300000000000000e+04 3.090900000000000000e+04 1.872900000000000000e+04 1.542500000000000000e+04 1.017700000000000000e+04 7.490000000000000000e+03 6.618000000000000000e+03 5.005000000000000000e+03 3.750000000000000000e+03 3.657000000000000000e+03 2.844000000000000000e+03 2.270000000000000000e+03 2.284000000000000000e+03 1.767000000000000000e+03 1.508000000000000000e+03 1.479000000000000000e+03 1.171000000000000000e+03 9.621000000000000000e+03
3.527847000000000000e+06 9.143000000000000000e+03 5.095000000000000000e+03 3.230000000000000000e+03 1.908000000000000000e+03 1.155000000000000000e+03 8.910000000000000000e+02 6.390000000000000000e+02 4.530000000000000000e+02 4.100000000000000000e+02 3.030000000000000000e+02 2.420000000000000000e+02 2.150000000000000000e+02 1.700000000000000000e+02 1.470000000000000000e+02 1.580000000000000000e+02 1.320000000000000000e+02 9.400000000000000000e+01 7.800000000000000000e+01 6.800000000000000000e+01 6.090000000000000000e+02
1.173387000000000000e+06 3.136000000000000000e+03 1.741000000000000000e+03 1.210000000000000000e+03 6.390000000000000000e+02 4.330000000000000000e+02 3.420000000000000000e+02 2.190000000000000000e+02 1.550000000000000000e+02 1.670000000000000000e+02 1.010000000000000000e+02 8.500000000000000000e+01 8.500000000000000000e+01 5.200000000000000000e+01 5.200000000000000000e+01 5.500000000000000000e+01 4.400000000000000000e+01 2.700000000000000000e+01 3.800000000000000000e+01 2.300000000000000000e+01 1.820000000000000000e+02
4.191210000000000000e+05 1.249000000000000000e+03 7.110000000000000000e+02 4.070000000000000000e+02 2.430000000000000000e+02 1.570000000000000000e+02 1.280000000000000000e+02 7.800000000000000000e+01 5.500000000000000000e+01 6.800000000000000000e+01 4.200000000000000000e+01 3.000000000000000000e+01 3.600000000000000000e+01 2.800000000000000000e+01 1.700000000000000000e+01 2.200000000000000000e+01 1.500000000000000000e+01 1.400000000000000000e+01 1.500000000000000000e+01 1.200000000000000000e+01 6.400000000000000000e+01
2.376630000000000000e+05 6.740000000000000000e+02 4.200000000000000000e+02 2.670000000000000000e+02 1.330000000000000000e+02 7.900000000000000000e+01 7.300000000000000000e+01 3.500000000000000000e+01 3.000000000000000000e+01 2.300000000000000000e+01 2.700000000000000000e+01 1.500000000000000000e+01 1.700000000000000000e+01 1.400000000000000000e+01 1.000000000000000000e+01 8.000000000000000000e+00 7.000000000000000000e+00 1.000000000000000000e+01 7.000000000000000000e+00 8.000000000000000000e+00 4.600000000000000000e+01
1.211290000000000000e+05 3.570000000000000000e+02 2.010000000000000000e+02 1.440000000000000000e+02 7.300000000000000000e+01 4.000000000000000000e+01 2.600000000000000000e+01 1.200000000000000000e+01 1.500000000000000000e+01 1.500000000000000000e+01 8.000000000000000000e+00 9.000000000000000000e+00 1.200000000000000000e+01 8.000000000000000000e+00 7.000000000000000000e+00 1.000000000000000000e+01 3.000000000000000000e+00 3.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 2.000000000000000000e+01
7.810500000000000000e+04 2.290000000000000000e+02 1.150000000000000000e+02 8.100000000000000000e+01 5.000000000000000000e+01 2.300000000000000000e+01 2.300000000000000000e+01 7.000000000000000000e+00 1.100000000000000000e+01 1.200000000000000000e+01 7.000000000000000000e+00 5.000000000000000000e+00 3.000000000000000000e+00 3.000000000000000000e+00 3.000000000000000000e+00 4.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.400000000000000000e+01
4.421800000000000000e+04 1.310000000000000000e+02 5.600000000000000000e+01 4.500000000000000000e+01 2.700000000000000000e+01 1.800000000000000000e+01 1.800000000000000000e+01 1.800000000000000000e+01 6.000000000000000000e+00 4.000000000000000000e+00 6.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 6.000000000000000000e+00
3.265500000000000000e+04 8.700000000000000000e+01 5.300000000000000000e+01 3.800000000000000000e+01 2.200000000000000000e+01 7.000000000000000000e+00 6.000000000000000000e+00 7.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+00 4.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00
2.071300000000000000e+04 6.300000000000000000e+01 3.000000000000000000e+01 2.000000000000000000e+01 1.300000000000000000e+01 5.000000000000000000e+00 5.000000000000000000e+00 3.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00
